% Model,COBA2 MANIPULASI.mph
% Version,COMSOL 5.3.1.201
% Date,"May 17 2020, 06:51"
% Dimension,3
% Nodes,101
% Expressions,4
% Description,"Pressure, Temperature"
% Length unit,m
% X,Y,Z,p (psi) @ t=0,T (degC) @ t=0,p (psi) @ t=77,T (degC) @ t=77
0,0,0,2821.9674183945003,48.37598519002091,2821.9674183945003,48.37598519002091
1,0,0,2628.4483496236894,48.36208986845105,2821.9562651811393,48.37126468898782
2,0,0,2461.1679309139854,48.34845185956891,2821.9451121460897,48.36655186927453
3,0,0,2320.5052405718557,48.33398947481743,2821.9339592900697,48.36176584979415
4,0,0,2213.2242224372576,48.330044941942106,2821.92280659826,48.35752190322114
5,0,0,2134.3570299980133,48.3300109006625,2821.911654042886,48.35357416230727
6,0,0,2078.4088871952963,48.330035409984475,2821.900501614639,48.34981326896212
7,0,0,2039.6268115953003,48.329988529639195,2821.8893492866396,48.34698761931929
8,0,0,2012.807092469889,48.32997195784054,2821.878197029841,48.34436749237949
9,0,0,1994.530516392538,48.32999205845414,2821.867044832701,48.3420136648341
10,0,0,1982.9279312673068,48.330004396341565,2821.8558926841065,48.339934731118376
11,0,0,1975.0209547545014,48.330003419758555,2821.844740560384,48.33855005213036
12,0,0,1969.4092028212917,48.33000211107674,2821.8335884503363,48.337220717007085
13,0,0,1965.9415247125762,48.330000742806476,2821.8224363531917,48.335885647590146
14,0,0,1964.06328065935,48.33000000768874,2821.811284265225,48.33482176547119
15,0,0,1962.5449149277852,48.330000002360975,2821.8001321722945,48.33405118990294
16,0,0,1961.599359507618,48.329999997033156,2821.7889800736257,48.333280614334626
17,0,0,1961.04463230069,48.32999995693092,2821.7778279688864,48.33269422241517
18,0,0,1960.6515587024478,48.32999998547098,2821.7666758532578,48.33222973233228
19,0,0,1960.4180463323428,48.33000000318998,2821.7555237257834,48.331811453166324
20,0,0,1960.2629908013082,48.32999999902677,2821.744371585903,48.331497203116214
21,0,0,1960.1645984224158,48.32999999790093,2821.733219432191,48.33122960041209
22,0,0,1960.1055990555187,48.32999999825779,2821.7220672642484,48.33101826190358
23,0,0,1960.066098705782,48.33000000025504,2821.7109150810384,48.33085120930485
24,0,0,1960.0411328758923,48.33000000047218,2821.6997628825347,48.33070161275896
25,0,0,1960.0261617413214,48.33000000008775,2821.6886106688953,48.33057423396457
26,0,0,1960.0163882742688,48.33000000001624,2821.677458439445,48.33048673920109
27,0,0,1960.010088853044,48.32999999994479,2821.666306194321,48.330399244437615
28,0,0,1960.006513129494,48.32999999993348,2821.6551539334355,48.33032541391282
29,0,0,1960.0040023047575,48.32999999999089,2821.644001656527,48.33026409980147
30,0,0,1960.0025331418562,48.33000000000163,2821.6328493636306,48.330216794143496
31,0,0,1960.0015628374092,48.32999999999464,2821.6216970547184,48.33017800162264
32,0,0,1960.0009903570447,48.32999999999657,2821.6105447296936,48.33014744359235
33,0,0,1960.0006085632624,48.329999999999416,2821.5993923886194,48.33012304419975
34,0,0,1960.0003845966735,48.33000000000072,2821.5882400314936,48.33010139297335
35,0,0,1960.00023689054,48.33000000000004,2821.577087658247,48.33008318156192
36,0,0,1960.0001476351513,48.32999999999947,2821.565935268894,48.33006585221733
37,0,0,1960.000091854387,48.32999999999964,2821.5547828634712,48.330053877118644
38,0,0,1960.0000575705947,48.32999999999976,2821.543630441924,48.33004507524703
39,0,0,1960.0000352244915,48.32999999999964,2821.53247800424,48.330037676331585
40,0,0,1960.0000222560375,48.329999999999814,2821.521325550451,48.33003093526344
41,0,0,1960.000013658094,48.329999999999984,2821.5101730805586,48.33002544410539
42,0,0,1960.0000084872838,48.330000000000155,2821.4990205945587,48.330020044330354
43,0,0,1960.0000052994408,48.329999999999984,2821.4878680924703,48.330016838291954
44,0,0,1960.0000032548676,48.3299999999997,2821.4767155742998,48.330013915560585
45,0,0,1960.0000020314917,48.3299999999997,2821.465563040058,48.33001142078268
46,0,0,1960.000001249465,48.3299999999997,2821.454410489746,48.33000944136717
47,0,0,1960.0000007772553,48.3299999999997,2821.4432579233735,48.33000760180289
48,0,0,1960.0000004750914,48.3299999999997,2821.432105340948,48.330006410870055
49,0,0,1960.0000003007406,48.3299999999997,2821.420952742482,48.330005214655614
50,0,0,1960.0000001863048,48.3299999999997,2821.4098001279726,48.330004339138895
51,0,0,1960.0000001129058,48.3299999999997,2821.398647497431,48.33000347588586
52,0,0,1960.000000070756,48.3299999999997,2821.3874948508615,48.33000286764678
53,0,0,1960.0000000431717,48.32999999999976,2821.3763421882704,48.33000238748275
54,0,0,1960.000000026993,48.32999999999976,2821.3651895096705,48.33000195333068
55,0,0,1960.0000000165267,48.3299999999997,2821.3540368150566,48.330001619291124
56,0,0,1960.000000010014,48.3299999999997,2821.342884104438,48.33000128525168
57,0,0,1960.000000006248,48.3299999999997,2821.331731377822,48.330001062965096
58,0,0,1960.0000000036919,48.3299999999997,2821.320578635214,48.33000087684428
59,0,0,1960.0000000021596,48.32999999999976,2821.3094258766105,48.33000072473868
60,0,0,1960.0000000010386,48.32999999999976,2821.298273102012,48.33000059369027
61,0,0,1960.0000000002449,48.3299999999997,2821.2871203114223,48.33000047840346
62,0,0,1959.9999999994695,48.3299999999997,2821.2759675048324,48.330000402699625
63,0,0,1959.9999999985532,48.32999999999976,2821.264814682242,48.33000032890425
64,0,0,1959.9999999974345,48.32999999999976,2821.2536618436534,48.33000026825732
65,0,0,1959.9999999955528,48.32999999999976,2821.2425089890576,48.330000224283935
66,0,0,1959.9999999927165,48.3299999999997,2821.231356118461,48.33000018031055
67,0,0,1959.999999988413,48.3299999999997,2821.2202032318633,48.330000151111506
68,0,0,1959.9999999808897,48.3299999999997,2821.2090503292657,48.33000012438595
69,0,0,1959.9999999700603,48.32999999999976,2821.197897410673,48.33000010050392
70,0,0,1959.9999999514948,48.32999999999976,2821.1867444760906,48.33000008418594
71,0,0,1959.9999999211507,48.32999999999976,2821.175591525523,48.3300000678679
72,0,0,1959.9999998775406,48.32999999999976,2821.1644385589757,48.33000005633755
73,0,0,1959.9999997994512,48.3299999999997,2821.1532855764526,48.330000046787745
74,0,0,1959.9999996831618,48.3299999999997,2821.142132577956,48.33000003769405
75,0,0,1959.999999492012,48.3299999999997,2821.13097956349,48.330000031858674
76,0,0,1959.9999991821132,48.3299999999997,2821.1198265330463,48.33000002602324
77,0,0,1959.9999987218087,48.3299999999997,2821.108673486624,48.33000002142501
78,0,0,1959.9999979147185,48.3299999999997,2821.097520424213,48.33000001783188
79,0,0,1959.9999967261444,48.3299999999997,2821.0863673458107,48.330000014238806
80,0,0,1959.9999948338361,48.32999999999976,2821.0752142513984,48.33000001178499
81,0,0,1959.9999917945702,48.329999999999814,2821.064061140973,48.330000009469245
82,0,0,1959.9999872282203,48.32999999999993,2821.0529080145275,48.330000007956244
83,0,0,1959.9999794771013,48.32999999999987,2821.0417548719965,48.33000000670205
84,0,0,1959.9999676268167,48.32999999999976,2821.0306017133544,48.3300000053743
85,0,0,1959.9999495293196,48.32999999999976,2821.0194485385605,48.330000004454064
86,0,0,1959.9999196157405,48.329999999999814,2821.0082953475385,48.330000003673604
87,0,0,1959.9998754334563,48.32999999999987,2820.997142140155,48.33000000297443
88,0,0,1959.9998053747179,48.33000000000004,2820.9859889162235,48.33000000247563
89,0,0,1959.9996943488936,48.33000000000021,2820.974835675583,48.3300000019899
90,0,0,1959.9995333207896,48.33000000000021,2820.9636824177787,48.330000001655606
91,0,0,1959.99928033348,48.330000000000155,2820.9525291425484,48.33000000138861
92,0,0,1959.9988788738126,48.32999999999993,2820.9413758489504,48.33000000111406
93,0,0,1959.9982907877713,48.33000000000004,2820.930222536533,48.330000000900554
94,0,0,1959.9973849703226,48.3300000000001,2820.919069203875,48.33000000072195
95,0,0,1959.9960700970926,48.329999999999984,2820.9079158506183,48.33000000055142
96,0,0,1959.994100264114,48.329999999999814,2820.8967624748802,48.330000000423865
97,0,0,1959.9912465840473,48.3299999999997,2820.885609075594,48.33000000030165
98,0,0,1959.987201400921,48.329999999999814,2820.8744556517863,48.330000000196264
99,0,0,1959.9814274771893,48.32999999999987,2820.863302201928,48.330000000098494
100,0,0,1959.9738071508013,48.32999999999993,2820.8521487258186,48.32999999999993
