% Model,COBA2 MANIPULASI.mph
% Version,COMSOL 5.3.1.201
% Date,"May 17 2020, 06:57"
% Dimension,3
% Nodes,101
% Expressions,4
% Description,"Pressure, Temperature"
% Length unit,m
% X,Y,Z,p (psi) @ t=0,T (degC) @ t=0,p (psi) @ t=77,T (degC) @ t=77
0,0,0,2679.586625167341,48.36651521121473,2679.586625167341,48.36651521121473
1,0,0,2516.36253833968,48.35547107723454,2679.575872324894,48.3627650224505
2,0,0,2375.7728853090766,48.34463349944633,2679.56511962527,48.3590209384854
3,0,0,2258.141570650185,48.33313227676217,2679.5543670690545,48.355218752405506
4,0,0,2168.9043643314644,48.330024991666505,2679.5436146440243,48.35184725434095
5,0,0,2103.5275617489106,48.3300065975522,2679.532862327427,48.34871124403452
6,0,0,2057.331612111606,48.33002415338109,2679.5221101116695,48.34572378450093
7,0,0,2025.3898786796653,48.32999240898829,2679.5113579747504,48.34347977216305
8,0,0,2003.3342970447488,48.32998115625935,2679.500605892869,48.341399334493474
9,0,0,1988.3214910130232,48.32999468029351,2679.4898538565503,48.339530872548664
10,0,0,1978.80263007941,48.330002953854546,2679.4791018566807,48.337880804934116
11,0,0,1972.316177574165,48.3300022923126,2679.4683498738013,48.33678209770147
12,0,0,1967.713334174297,48.33000141495552,2679.4575978986777,48.33572728190887
13,0,0,1964.8701916599985,48.33000049800302,2679.446845930673,48.33466791706542
14,0,0,1963.3310066575627,48.33000000470838,2679.4360939667017,48.33382352690052
15,0,0,1962.0862333371288,48.33000000120643,2679.4253419951715,48.33321164282131
16,0,0,1961.3111071035335,48.32999999770459,2679.414590015485,48.33259975874205
17,0,0,1960.856380849248,48.329999971088,2679.4038380273805,48.33213401814669
18,0,0,1960.534155920068,48.3299999902722,2679.3930860269716,48.331765051323885
19,0,0,1960.3427278484899,48.330000002196584,2679.382334013494,48.3314328420164
20,0,0,1960.2156140901607,48.32999999935868,2679.371581986542,48.33118337086535
21,0,0,1960.134950333435,48.32999999859726,2679.3608299449716,48.3309710322975
22,0,0,1960.086579989012,48.329999998837195,2679.350077888481,48.330803465711256
23,0,0,1960.0541952078765,48.33000000017216,2679.3393258162428,48.33067118048865
24,0,0,1960.0337261782945,48.33000000031626,2679.3285737282467,48.330552781117945
25,0,0,1960.0214512532305,48.330000000057794,2679.3178216246306,48.33045204503975
26,0,0,1960.0134377848765,48.33000000001056,2679.307069504854,48.33038297973127
27,0,0,1960.0082726606588,48.32999999996309,2679.296317369027,48.330313914422675
28,0,0,1960.0053407035164,48.32999999995576,2679.285565217081,48.33025570580884
29,0,0,1960.003281911825,48.3299999999939,2679.2748130488053,48.33020743752468
30,0,0,1960.002077218506,48.33000000000101,2679.264060864226,48.33017022689654
31,0,0,1960.001281572619,48.329999999996346,2679.2533086633184,48.330139740094296
32,0,0,1960.0008121316434,48.32999999999765,2679.242556446004,48.33011574219029
33,0,0,1960.0004990527618,48.32999999999947,2679.231804212332,48.33009659550419
34,0,0,1960.000315392199,48.33000000000038,2679.221051962297,48.330079610659425
35,0,0,1960.0001942667566,48.32999999999993,2679.2102996958415,48.33006533167679
36,0,0,1960.0001210724251,48.329999999999586,2679.1995474129762,48.330051745135904
37,0,0,1960.0000753285933,48.32999999999976,2679.1887951137296,48.330042361442395
