% Model,comsolvalidasi.mph,,,,,,,,,,,,,,,
% Version,COMSOL 5.3.1.201,,,,,,,,,,,,,,,
% Date,"May 6 2020, 09:08",,,,,,,,,,,,,,,
% Dimension,3,,,,,,,,,,,,,,,
% Nodes,5517,,,,,,,,,,,,,,,
% Expressions,14,,,,,,,,,,,,,,,
% Description,"Temperature, Pressure, Thermal conductivity, xx component, Heat capacity at constant pressure, Dynamic viscosity, Density, Mass flow",,,,,,,,,,,,,,,
% Length unit,m,,,,,,,,,,,,,,,
% X,Y,Z,T (degC) @ t=0,p (psi) @ t=0,ht.kxx (W/(m*K)) @ t=0,ht.Cp (J/(kg*K)) @ t=0,dl.mu (kg/(m*s)) @ t=0,dl.rho (kg/m^3) @ t=0,dl.pr1.Mflow (kg/s) @ t=0,T (degC) @ t=77,p (psi) @ t=77,ht.kxx (W/(m*K)) @ t=77,ht.Cp (J/(kg*K)) @ t=77,dl.mu (kg/(m*s)) @ t=77,dl.rho (kg/m^3) @ t=77,dl.pr1.Mflow (kg/s) @ t=77
903.7907693,-20.80020127,16.81498784,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.309854,0.040014137,2.590605229,2.38E-05,215.1319113,-0.189058827
898.1014385,-23.14356183,22.81722037,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.31598,0.040014084,2.5906067,2.38E-05,215.1324412,-0.189058827
905.3837819,-13.84418495,19.81552013,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.308139,0.040014152,2.590604818,2.38E-05,215.1317629,-0.189058827
902.9563341,-16.11658898,28.22243008,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.310753,0.040014129,2.590605445,2.38E-05,215.131989,-0.189058827
893.246543,-28.22243008,16.11658898,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.321207,0.040014039,2.590607955,2.38E-05,215.1328934,-0.189058827
902.9563341,-28.22243008,-16.11658898,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.310753,0.040014129,2.590605445,2.38E-05,215.131989,-0.189058827
904.77692,-22.51313288,-9.484370765,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.308793,0.040014146,2.590604974,2.38E-05,215.1318194,-0.189058827
898.556585,-26.71535575,-3.124151997,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.31549,0.040014088,2.590606582,2.38E-05,215.1323988,-0.189058827
898.1014385,-31.41240979,-8.337296397,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.31598,0.040014084,2.5906067,2.38E-05,215.1324412,-0.189058827
898.1014385,-8.337296397,31.41240979,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.31598,0.040014084,2.5906067,2.38E-05,215.1324412,-0.189058827
897.3428611,-10.16301493,24.83686637,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.316797,0.040014077,2.590606896,2.38E-05,215.1325119,-0.189058827
893.246543,-16.11658898,28.22243008,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.321207,0.040014039,2.590607955,2.38E-05,215.1328934,-0.189058827
902.9563341,-16.11658898,-28.22243008,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.310753,0.040014129,2.590605445,2.38E-05,215.131989,-0.189058827
902.9563341,0,-32.5,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.310753,0.040014129,2.590605445,2.38E-05,215.131989,-0.189058827
898.1014385,-8.337296397,-31.41240979,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.31598,0.040014084,2.5906067,2.38E-05,215.1324412,-0.189058827
893.246543,-32.5,6.07E-14,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.321207,0.040014039,2.590607955,2.38E-05,215.1328934,-0.189058827
898.1014385,-31.41240979,8.337296397,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.31598,0.040014084,2.5906067,2.38E-05,215.1324412,-0.189058827
888.3916474,-31.41240979,-8.337296397,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.326434,0.040013994,2.590609209,2.38E-05,215.1333457,-0.189058827
900.9840328,19.36921296,-19.01067639,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.312876,0.040014111,2.590605955,2.38E-05,215.1321727,-0.189058827
898.1014385,22.81722037,-23.14356183,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.31598,0.040014084,2.5906067,2.38E-05,215.1324412,-0.189058827
902.9563341,28.22243008,-16.11658898,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.310753,0.040014129,2.590605445,2.38E-05,215.131989,-0.189058827
907.8112297,31.41240979,8.337296397,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.305526,0.040014174,2.59060419,2.38E-05,215.1315367,-0.189058827
893.246543,28.22243008,-16.11658898,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.321207,0.040014039,2.590607955,2.38E-05,215.1328934,-0.189058827
907.8112297,21.41050999,-9.954538657,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.305526,0.040014174,2.59060419,2.38E-05,215.1315367,-0.189058827
907.8112297,31.41240979,-8.337296397,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.305526,0.040014174,2.59060419,2.38E-05,215.1315367,-0.189058827
907.431941,25.7908781,-0.010198171,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.305934,0.040014171,2.590604288,2.38E-05,215.1315721,-0.189058827
902.9563341,32.5,5.33E-14,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.310753,0.040014129,2.590605445,2.38E-05,215.131989,-0.189058827
907.8112297,21.41050999,9.954538657,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.305526,0.040014174,2.59060419,2.38E-05,215.1315367,-0.189058827
902.9563341,28.22243008,16.11658898,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.310753,0.040014129,2.590605445,2.38E-05,215.131989,-0.189058827
900.1495976,25.247083,-4.178846369,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.313775,0.040014103,2.59060617,2.38E-05,215.1322504,-0.189058827
897.1721812,22.12811399,-11.96107607,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.31698,0.040014076,2.59060694,2.38E-05,215.1325278,-0.189058827
898.1014385,31.41240979,-8.337296397,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.31598,0.040014084,2.5906067,2.38E-05,215.1324412,-0.189058827
893.246543,32.5,5.27E-14,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.321207,0.040014039,2.590607955,2.38E-05,215.1328934,-0.189058827
888.3916474,31.41240979,-8.337296397,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.326434,0.040013994,2.590609209,2.38E-05,215.1333457,-0.189058827
905.3837819,-22.03589046,5.704305094,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.308139,0.040014152,2.590604818,2.38E-05,215.1317629,-0.189058827
888.3916474,-31.41240979,8.337296397,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.326434,0.040013994,2.590609209,2.38E-05,215.1333457,-0.189058827
893.7016894,-25.64596327,8.96328974,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.320717,0.040014043,2.590607837,2.38E-05,215.132851,-0.189058827
894.1568359,-23.06949645,1.809990497,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.320227,0.040014048,2.590607719,2.38E-05,215.1328086,-0.189058827
899.7703089,-18.4568407,10.81275532,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.314183,0.0400141,2.590606268,2.38E-05,215.1322858,-0.189058827
905.3837819,-5.785890459,-21.95430509,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.308139,0.040014152,2.590604818,2.38E-05,215.1317629,-0.189058827
898.1014385,-23.14356183,-22.81722037,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.31598,0.040014084,2.5906067,2.38E-05,215.1324412,-0.189058827
902.9563341,-17.35767138,-17.11291528,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.310753,0.040014129,2.590605445,2.38E-05,215.131989,-0.189058827
894.1568359,-15.5068882,-18.18731396,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.320227,0.040014048,2.590607719,2.38E-05,215.1328086,-0.189058827
893.246543,-16.11658898,-28.22243008,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.321207,0.040014039,2.590607955,2.38E-05,215.1328934,-0.189058827
893.246543,-28.22243008,-16.11658898,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.321207,0.040014039,2.590607955,2.38E-05,215.1328934,-0.189058827
888.3916474,-23.14356183,-22.81722037,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.326434,0.040013994,2.590609209,2.38E-05,215.1333457,-0.189058827
904.3217735,8.733498668,-20.55222679,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.309283,0.040014142,2.590605092,2.38E-05,215.1318618,-0.189058827
893.246543,16.11658898,-28.22243008,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.321207,0.040014039,2.590607955,2.38E-05,215.1328934,-0.189058827
898.1014385,8.337296397,-31.41240979,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.31598,0.040014084,2.5906067,2.38E-05,215.1324412,-0.189058827
899.2393047,2.399195694,-21.79046528,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.314755,0.040014095,2.590606406,2.38E-05,215.1323352,-0.189058827
894.8395556,9.30322598,-21.02216107,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.319492,0.040014054,2.590607543,2.38E-05,215.132745,-0.189058827
893.246543,0,-32.5,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.321207,0.040014039,2.590607955,2.38E-05,215.1328934,-0.189058827
888.3916474,8.337296397,-31.41240979,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.326434,0.040013994,2.590609209,2.38E-05,215.1333457,-0.189058827
902.1977567,2.447841982,24.49557273,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.31157,0.040014122,2.590605641,2.38E-05,215.1320596,-0.189058827
898.1014385,8.337296397,31.41240979,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.31598,0.040014084,2.5906067,2.38E-05,215.1324412,-0.189058827
897.3428611,-2.104720441,26.97565134,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.316797,0.040014077,2.590606896,2.38E-05,215.1325119,-0.189058827
893.246543,3.98E-15,32.5,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.321207,0.040014039,2.590607955,2.38E-05,215.1328934,-0.189058827
902.1977567,17.09251894,20.23022026,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.31157,0.040014122,2.590605641,2.38E-05,215.1320596,-0.189058827
898.1014385,22.81722037,23.14356183,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.31598,0.040014084,2.5906067,2.38E-05,215.1324412,-0.189058827
902.9563341,16.11658898,28.22243008,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.310753,0.040014129,2.590605445,2.38E-05,215.131989,-0.189058827
893.246543,16.11658898,28.22243008,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.321207,0.040014039,2.590607955,2.38E-05,215.1328934,-0.189058827
907.8112297,9.872953292,21.49209535,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.305526,0.040014174,2.59060419,2.38E-05,215.1315367,-0.189058827
888.3916474,8.337296397,31.41240979,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.326434,0.040013994,2.590609209,2.38E-05,215.1333457,-0.189058827
893.9292626,5.56412996,25.52400084,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.320472,0.040014045,2.590607778,2.38E-05,215.1328298,-0.189058827
897.3428611,9.852556951,24.36464424,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.316797,0.040014077,2.590606896,2.38E-05,215.1325119,-0.189058827
888.3916474,-8.337296397,31.41240979,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.326434,0.040013994,2.590609209,2.38E-05,215.1333457,-0.189058827
889.0743671,-2.773166437,25.52400084,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.325699,0.040014,2.590609033,2.38E-05,215.1332821,-0.189058827
883.5367518,3.98E-15,32.5,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.331661,0.040013949,2.590610464,2.38E-05,215.1337979,-0.189058827
883.5367518,4.175671818,26.81771244,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.331661,0.040013949,2.590610464,2.38E-05,215.1337979,-0.189058827
888.3916474,-23.14356183,22.81722037,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.326434,0.040013994,2.590609209,2.38E-05,215.1333457,-0.189058827
894.1568359,-14.87779094,15.92120554,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.320227,0.040014048,2.590607719,2.38E-05,215.1328086,-0.189058827
885.3573376,-21.49209535,9.872953292,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.329701,0.040013966,2.590609994,2.38E-05,215.1336283,-0.189058827
883.5367518,-28.22243008,16.11658898,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.331661,0.040013949,2.590610464,2.38E-05,215.1337979,-0.189058827
894.1568359,-20.93071149,-6.248303994,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.320227,0.040014048,2.590607719,2.38E-05,215.1328086,-0.189058827
883.5367518,-32.5,6.01E-14,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.331661,0.040013949,2.590610464,2.38E-05,215.1337979,-0.189058827
885.3573376,-22.52570135,1.809990497,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.329701,0.040013966,2.590609994,2.38E-05,215.1336283,-0.189058827
883.5367518,-16.11658898,28.22243008,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.331661,0.040013949,2.590610464,2.38E-05,215.1337979,-0.189058827
882.9298898,-13.84418495,19.81552013,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.332315,0.040013943,2.590610621,2.38E-05,215.1338544,-0.189058827
878.6818562,-8.337296397,31.41240979,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.336888,0.040013904,2.590611719,2.38E-05,215.1342501,-0.189058827
883.5367518,-16.11658898,-28.22243008,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.331661,0.040013949,2.590610464,2.38E-05,215.1337979,-0.189058827
888.3916474,-8.337296397,-31.41240979,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.326434,0.040013994,2.590609209,2.38E-05,215.1333457,-0.189058827
885.3573376,-6.252972298,-23.55930734,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.329701,0.040013966,2.590609994,2.38E-05,215.1336283,-0.189058827
878.6818562,-8.337296397,-31.41240979,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.336888,0.040013904,2.590611719,2.38E-05,215.1342501,-0.189058827
894.1568359,-3.935107279,-23.02870377,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.320227,0.040014048,2.590607719,2.38E-05,215.1328086,-0.189058827
885.3573376,-23.55930734,-6.252972298,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.329701,0.040013966,2.590609994,2.38E-05,215.1336283,-0.189058827
883.5367518,-28.22243008,-16.11658898,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.331661,0.040013949,2.590610464,2.38E-05,215.1337979,-0.189058827
878.6818562,-31.41240979,-8.337296397,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.336888,0.040013904,2.590611719,2.38E-05,215.1342501,-0.189058827
876.2544084,-10.69521258,-24.96877468,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.339502,0.040013881,2.590612346,2.38E-05,215.1344762,-0.189058827
883.5367518,0,-32.5,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.331661,0.040013949,2.590610464,2.38E-05,215.1337979,-0.189058827
876.2544084,-2.824998026,-27.11757203,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.339502,0.040013881,2.590612346,2.38E-05,215.1344762,-0.189058827
873.8269606,0,-32.5,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.342115,0.040013859,2.590612974,2.38E-05,215.1347023,-0.189058827
868.972065,-8.337296397,-31.41240979,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.347342,0.040013814,2.590614228,2.38E-05,215.1351546,-0.189058827
888.3916474,22.81722037,-23.14356183,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.326434,0.040013994,2.590609209,2.38E-05,215.1333457,-0.189058827
894.1568359,15.92120554,-14.87779094,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.320227,0.040014048,2.590607719,2.38E-05,215.1328086,-0.189058827
883.5367518,16.11658898,-28.22243008,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.331661,0.040013949,2.590610464,2.38E-05,215.1337979,-0.189058827
885.3573376,17.11291528,-17.35767138,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.329701,0.040013966,2.590609994,2.38E-05,215.1336283,-0.189058827
883.5367518,28.22243008,-16.11658898,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.331661,0.040013949,2.590610464,2.38E-05,215.1337979,-0.189058827
898.1014385,31.41240979,8.337296397,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.31598,0.040014084,2.5906067,2.38E-05,215.1324412,-0.189058827
893.246543,28.22243008,16.11658898,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.321207,0.040014039,2.590607955,2.38E-05,215.1328934,-0.189058827
888.3916474,31.41240979,8.337296397,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.326434,0.040013994,2.590609209,2.38E-05,215.1333457,-0.189058827
897.7221498,23.65209314,8.048096321,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.316388,0.040014081,2.590606798,2.38E-05,215.1324765,-0.189058827
886.5710615,22.23621504,-8.058294491,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.328394,0.040013977,2.59060968,2.38E-05,215.1335152,-0.189058827
894.3844091,20.65898562,-4.039345416,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.319982,0.04001405,2.59060766,2.38E-05,215.1327874,-0.189058827
888.9605804,26.57949281,-2.019672708,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.325822,0.040013999,2.590609062,2.38E-05,215.1332927,-0.189058827
883.5367518,32.5,5.21E-14,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.331661,0.040013949,2.590610464,2.38E-05,215.1337979,-0.189058827
878.6818562,31.41240979,-8.337296397,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.336888,0.040013904,2.590611719,2.38E-05,215.1342501,-0.189058827
878.6818562,8.337296397,31.41240979,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.336888,0.040013904,2.590611719,2.38E-05,215.1342501,-0.189058827
883.5367518,16.11658898,28.22243008,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.331661,0.040013949,2.590610464,2.38E-05,215.1337979,-0.189058827
878.6818562,-23.14356183,22.81722037,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.336888,0.040013904,2.590611719,2.38E-05,215.1342501,-0.189058827
878.6818562,-31.41240979,8.337296397,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.336888,0.040013904,2.590611719,2.38E-05,215.1342501,-0.189058827
873.8269606,3.98E-15,32.5,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.342115,0.040013859,2.590612974,2.38E-05,215.1347023,-0.189058827
873.8269606,-16.11658898,28.22243008,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.342115,0.040013859,2.590612974,2.38E-05,215.1347023,-0.189058827
872.4615212,-9.723829129,25.17469198,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.343585,0.040013846,2.590613327,2.38E-05,215.1348295,-0.189058827
868.972065,-8.337296397,31.41240979,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.347342,0.040013814,2.590614228,2.38E-05,215.1351546,-0.189058827
878.6818562,-23.14356183,-22.81722037,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.336888,0.040013904,2.590611719,2.38E-05,215.1342501,-0.189058827
885.3573376,-13.65610502,-19.26171263,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.329701,0.040013966,2.590609994,2.38E-05,215.1336283,-0.189058827
888.2399319,-15.60654655,-11.17798108,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.326597,0.040013993,2.590609249,2.38E-05,215.1333598,-0.189058827
873.8269606,-28.22243008,-16.11658898,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.342115,0.040013859,2.590612974,2.38E-05,215.1347023,-0.189058827
878.0749942,-21.96431749,-10.14261859,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.337542,0.040013898,2.590611876,2.38E-05,215.1343066,-0.189058827
878.6818562,8.337296397,-31.41240979,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.336888,0.040013904,2.590611719,2.38E-05,215.1342501,-0.189058827
885.3573376,9.872953292,-21.49209535,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.329701,0.040013966,2.590609994,2.38E-05,215.1336283,-0.189058827
889.7570867,2.968923007,-22.26039956,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.324964,0.040014007,2.590608856,2.38E-05,215.1332185,-0.189058827
883.5367518,8.351343636,21.13542488,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.331661,0.040013949,2.590610464,2.38E-05,215.1337979,-0.189058827
888.3916474,22.81722037,23.14356183,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.326434,0.040013994,2.590609209,2.38E-05,215.1333457,-0.189058827
891.5776726,16.80201627,12.68758659,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.323004,0.040014024,2.590608386,2.38E-05,215.1330489,-0.189058827
890.0605177,13.74220324,22.76965439,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.324637,0.04001401,2.590608778,2.38E-05,215.1331902,-0.189058827
882.9298898,-5.785890459,21.95430509,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.332315,0.040013943,2.590610621,2.38E-05,215.1338544,-0.189058827
875.9509774,5.006227123,22.12695388,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.339828,0.040013879,2.590612425,2.38E-05,215.1345045,-0.189058827
877.3164168,13.91172375,22.63525786,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.338358,0.040013891,2.590612072,2.38E-05,215.1343773,-0.189058827
878.6818562,22.81722037,23.14356183,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.336888,0.040013904,2.590611719,2.38E-05,215.1342501,-0.189058827
873.8269606,16.11658898,28.22243008,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.342115,0.040013859,2.590612974,2.38E-05,215.1347023,-0.189058827
883.5367518,28.22243008,16.11658898,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.331661,0.040013949,2.590610464,2.38E-05,215.1337979,-0.189058827
882.9298898,19.81552013,13.84418495,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.332315,0.040013943,2.590610621,2.38E-05,215.1338544,-0.189058827
886.5710615,22.23621504,8.058294491,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.328394,0.040013977,2.59060968,2.38E-05,215.1335152,-0.189058827
878.6818562,31.41240979,8.337296397,38.889,1628,0.049113499,2.337273781,1.72E-05,123.8304794,-13689.88059,38.889,2683.336888,0.040013904,2.590611719,2.38E-05,215.1342501,-0.189058827
